"ABRE";"DENOMINATIONS.SANS.AUTEUR";"FAMILLE";"GENRE";"ESPECE";"CodeValid";"CodeValidAnormale"
"PAGB";"Pinnularia angustiborealis";"NA";"PINNULARIA";"Pinnularia angustiborealis";"PAGB";"PAGB"
"PAGS";"Pinnularia angustistriata";"NA";"PINNULARIA";"Pinnularia angustistriata";"PAGS";"PAGS"
"PAGV";"Pinnularia angustivalva";"NA";"PINNULARIA";"Pinnularia angustivalva";"PAGV";"PAGV"
"PAPT";"Pinnularia aperta";"NA";"PINNULARIA";"Pinnularia aperta";"PAPT";"PAPT"
"PADJ";"Pinnularia aperta var. doello-juradoi";"NA";"PINNULARIA";"Pinnularia aperta";"PSDJ";"PSDJ"
"PAPU";"Pinnularia aperta f. undulata";"NA";"PINNULARIA";"Pinnularia aperta";"PAUD";"PAUD"
"PADG";"Pinnularia aperta var. doeringii";"NA";"PINNULARIA";"Pinnularia aperta";"PSDG";"PSDG"
"PAUD";"Pinnularia aperta var. undulata";"NA";"PINNULARIA";"Pinnularia aperta";"PAUD";"PAUD"
"PAMJ";"Pinnularia appendiculata var. major";"NA";"PINNULARIA";"Pinnularia appendiculata";"PAMJ";"PAMJ"
"PAIR";"Pinnularia appendiculata var. irrorata";"NA";"PINNULARIA";"Pinnularia appendiculata";"PIRR";"PIRR"
"PAPP";"Pinnularia appendiculata var. appendiculata";"NA";"PINNULARIA";"Pinnularia appendiculata";"PAPP";"PAPP"
"PAAM";"Pinnularia appendiculata var. amaniana";"NA";"PINNULARIA";"Pinnularia appendiculata";"PAMN";"PAMN"
"PABR";"Pinnularia appendiculata var. brevistriata";"NA";"PINNULARIA";"Pinnularia appendiculata";"PABR";"PABR"
"PABU";"Pinnularia appendiculata var. budensis";"NA";"PINNULARIA";"Pinnularia appendiculata";"CABU";"CABU"
"PAQN";"Pinnularia aquaenigrae";"NA";"PINNULARIA";"Pinnularia aquaenigrae";"PAQN";"PAQN"
"PAQL";"Pinnularia aquilonaris";"NA";"PINNULARIA";"Pinnularia aquilonaris";"PAQL";"PAQL"
"PACN";"Pinnularia araucanensis";"NA";"PINNULARIA";"Pinnularia araucanensis";"PACN";"PACN"
"PARD";"Pinnularia ardnamurchan";"NA";"PINNULARIA";"Pinnularia ardnamurchan";"PARD";"PARD"
"PARG";"Pinnularia argunensis";"NA";"PINNULARIA";"Pinnularia argunensis";"PARG";"PARG"
"PATL";"Pinnularia atlasi";"NA";"PINNULARIA";"Pinnularia atlasi";"PATL";"PATL"
"PATM";"Pinnularia atomus";"NA";"PINNULARIA";"Pinnularia atomus";"CMEA";"CMEA"
"PAUB";"Pinnularia australoborealis";"NA";"PINNULARIA";"Pinnularia australoborealis";"PAUB";"PAUB"
"PADV";"Pinnularia australodivergens";"NA";"PINNULARIA";"Pinnularia australodivergens";"PADV";"PADV"
"PAUG";"Pinnularia australogibba";"NA";"PINNULARIA";"Pinnularia australogibba";"PAUG";"PAUG"
"PASU";"Pinnularia australogibba var. subcapitata";"NA";"PINNULARIA";"Pinnularia australogibba";"PASU";"PASU"
"PALG";"Pinnularia australoglobiceps";"NA";"PINNULARIA";"Pinnularia australoglobiceps";"PALG";"PALG"
"PAMI";"Pinnularia australomicrostauron";"NA";"PINNULARIA";"Pinnularia australomicrostauron";"PAMI";"PAMI"
"PARB";"Pinnularia australorabenhorstii";"NA";"PINNULARIA";"Pinnularia australorabenhorstii";"PARB";"PARB"
"PASC";"Pinnularia australoschoenfelderi";"NA";"PINNULARIA";"Pinnularia australoschoenfelderi";"PASC";"PASC"
"PASH";"Pinnularia austroshetlandica";"NA";"PINNULARIA";"Pinnularia austroshetlandica";"PASH";"PASH"
"PBCI";"Pinnularia bacilla";"NA";"PINNULARIA";"Pinnularia bacilla";"PBCI";"PBCI"
"PBAC";"Pinnularia bacilliformis";"NA";"PINNULARIA";"Pinnularia bacilliformis";"PBAC";"PBAC"
"PBLU";"Pinnularia baculus";"NA";"PINNULARIA";"Pinnularia baculus";"PBLU";"PBLU"
"PBAI";"Pinnularia baicalensis";"NA";"PINNULARIA";"Pinnularia baicalensis";"NSBE";"NSBE"
"PBLT";"Pinnularia balatonis";"NA";"PINNULARIA";"Pinnularia balatonis";"PBLT";"PBLT"
"PBAL";"Pinnularia balfouriana";"NA";"PINNULARIA";"Pinnularia balfouriana";"HYBA";"HYBA"
"PBTC";"Pinnularia baltica";"NA";"PINNULARIA";"Pinnularia baltica";"PBTC";"PBTC"
"PBAR";"Pinnularia barberiana";"NA";"PINNULARIA";"Pinnularia barberiana";"PBAR";"PBAR"
"PBAO";"Pinnularia barberiana var. opouraensis";"NA";"PINNULARIA";"Pinnularia barberiana";"PBAO";"PBAO"
"PBAD";"Pinnularia bardii";"NA";"PINNULARIA";"Pinnularia bardii";"PBAD";"PBAD"
"PBAT";"Pinnularia bartii";"NA";"PINNULARIA";"Pinnularia bartii";"PBAT";"PBAT"
"PBAV";"Pinnularia bavarica";"NA";"PINNULARIA";"Pinnularia bavarica";"PPAR";"PPAR"
"PBGE";"Pinnularia beringensis";"NA";"PINNULARIA";"Pinnularia beringensis";"PBGE";"PBGE"
"PBTD";"Pinnularia bertrandii var. bertrandii";"NA";"PINNULARIA";"Pinnularia bertrandii";"PBTD";"PBTD"
"PBEA";"Pinnularia bertrandii var. angustefasciata";"NA";"PINNULARIA";"Pinnularia bertrandii";"PBEA";"PBEA"
"PBEO";"Pinnularia bertrandii var. orleansiana";"NA";"PINNULARIA";"Pinnularia bertrandii";"PBEO";"PBEO"
"PBCP";"Pinnularia bicapitata";"NA";"PINNULARIA";"Pinnularia bicapitata";"PBIC";"PBIC"
"PBGI";"Pinnularia biceps var. gibberula";"NA";"PINNULARIA";"Pinnularia biceps";"PBGI";"PBGI"
"PBIC";"Pinnularia biceps var. biceps";"NA";"PINNULARIA";"Pinnularia biceps";"PBIC";"PBIC"
"PBPE";"Pinnularia biceps f. petersenii";"NA";"PINNULARIA";"Pinnularia biceps";"PITF";"PITF"
"PBGM";"Pinnularia biceps var. gregorii f. minutissima";"NA";"PINNULARIA";"Pinnularia biceps";"PSBI";"PSBI"
"PBPU";"Pinnularia biceps var. pusilla";"NA";"PINNULARIA";"Pinnularia biceps";"PSAG";"PSAG"
"PBIA";"Pinnularia biceps var. amphicephala";"NA";"PINNULARIA";"Pinnularia biceps";"PMAY";"PMAY"
"PBCL";"Pinnularia biclavata";"NA";"PINNULARIA";"Pinnularia biclavata";"PBCL";"PBCL"
"PBCS";"Pinnularia biconstrictoides";"NA";"PINNULARIA";"Pinnularia biconstrictoides";"PBCS";"PBCS"
"PBCT";"Pinnularia bicuneata";"NA";"PINNULARIA";"Pinnularia bicuneata";"PBCT";"PBCT"
"PBCU";"Pinnularia bicuspidata";"NA";"PINNULARIA";"Pinnularia bicuspidata";"PATO";"PATO"
"PBIG";"Pinnularia biggiba";"NA";"PINNULARIA";"Pinnularia biggiba";"PBIG";"PBIG"
"PBGL";"Pinnularia biglobosa";"NA";"PINNULARIA";"Pinnularia biglobosa";"PBRV";"PBRV"
"PBIN";"Pinnularia biglobosa f. interrupta";"NA";"PINNULARIA";"Pinnularia biglobosa";"PBIN";"PBIN"
"PBIH";"Pinnularia bihastata";"NA";"PINNULARIA";"Pinnularia bihastata";"PBIH";"PBIH"
"PBII";"Pinnularia bilineata";"NA";"PINNULARIA";"Pinnularia bilineata";"PBII";"PBII"
"PBIL";"Pinnularia bilobata";"NA";"PINNULARIA";"Pinnularia bilobata";"PBIL";"PBIL"
"PIBO";"Pinnularia bioculata";"NA";"PINNULARIA";"Pinnularia bioculata";"PIBO";"PIBO"
"PBIP";"Pinnularia bipectinalis";"NA";"PINNULARIA";"Pinnularia bipectinalis";"PLLT";"PLLT"
"PBIR";"Pinnularia birnirkiana";"NA";"PINNULARIA";"Pinnularia birnirkiana";"PBIR";"PBIR"
"PBKU";"Pinnularia birnirkiana  morphotype 1";"NA";"PINNULARIA";"Pinnularia birnirkiana";"PBKU";"PBKU"
"PBKD";"Pinnularia birnirkiana  morphotype 2";"NA";"PINNULARIA";"Pinnularia birnirkiana";"PBKD";"PBKD"
"PBST";"Pinnularia bistriata";"NA";"PINNULARIA";"Pinnularia bistriata";"PBST";"PBST"
"PBIU";"Pinnularia biundulata";"NA";"PINNULARIA";"Pinnularia biundulata";"PBIU";"PBIU"
"PBLS";"Pinnularia blasii";"NA";"PINNULARIA";"Pinnularia blasii";"PBLS";"PBLS"
"PBCH";"Pinnularia bleischii";"NA";"PINNULARIA";"Pinnularia bleischii";"PBCH";"PBCH"
"PBOK";"Pinnularia bockii";"NA";"PINNULARIA";"Pinnularia bockii";"PBOK";"PBOK"
"PBOC";"Pinnularia boecheri";"NA";"PINNULARIA";"Pinnularia boecheri";"PBOC";"PBOC"
"PBGO";"Pinnularia bogosoensis";"NA";"PINNULARIA";"Pinnularia bogosoensis";"PBGO";"PBGO"
"PBOG";"Pinnularia bogotensis";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBOG";"PBOG"
"PBOA";"Pinnularia bogotensis var. andina";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBOA";"PBOA"
"PBPA";"Pinnularia bogotensis var. patagonica";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBPA";"PBPA"
"PBGA";"Pinnularia bogotensis var. asiatica";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBOO";"PBOO"
"PBDE";"Pinnularia bogotensis var. densestriata";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBDE";"PBDE"
"PBOO";"Pinnularia bogotensis var. okamurae";"NA";"PINNULARIA";"Pinnularia bogotensis";"PBOO";"PBOO"
"PBOL";"Pinnularia boliviana";"NA";"PINNULARIA";"Pinnularia boliviana";"PBOL";"PBOL"
"PBCO";"Pinnularia borealis var. congolensis";"NA";"PINNULARIA";"Pinnularia borealis";"PBCO";"PBCO"
"PBOR";"Pinnularia borealis var. borealis";"NA";"PINNULARIA";"Pinnularia borealis";"PBOR";"PBOR"
"PBRT";"Pinnularia borealis f. rectangularis";"NA";"PINNULARIA";"Pinnularia borealis";"PDUB";"PDUB"
"PBIS";"Pinnularia borealis var. islandica";"NA";"PINNULARIA";"Pinnularia borealis";"PBIS";"PBIS"
"PBLA";"Pinnularia borealis var. lanceolata";"NA";"PINNULARIA";"Pinnularia borealis";"PBLA";"PBLA"
"PBRG";"Pinnularia borealis var. rectangulata";"NA";"PINNULARIA";"Pinnularia borealis";"PBRG";"PBRG"
"PBSC";"Pinnularia borealis var. scalaris";"NA";"PINNULARIA";"Pinnularia borealis";"PBSC";"PBSC"
"PBSI";"Pinnularia borealis var. subislandica";"NA";"PINNULARIA";"Pinnularia borealis";"PBSI";"PBSI"
"PBSL";"Pinnularia borealis var. sublinearis";"NA";"PINNULARIA";"Pinnularia borealis";"PBSL";"PBSL"
"PBTE";"Pinnularia borealis var. tenuistriata";"NA";"PINNULARIA";"Pinnularia borealis";"PBTE";"PBTE"
"PBTH";"Pinnularia borealis var. thuringiaca";"NA";"PINNULARIA";"Pinnularia borealis";"PRAB";"PRAB"
"PBUD";"Pinnularia borealis var. undata";"NA";"PINNULARIA";"Pinnularia borealis";"PBUD";"PBUD"
"PBUN";"Pinnularia borealis var. undulata";"NA";"PINNULARIA";"Pinnularia borealis";"PSRB";"PSRB"
"PBBR";"Pinnularia borealis var. brevicostata";"NA";"PINNULARIA";"Pinnularia borealis";"PAGL";"PAGL"
"PBCN";"Pinnularia borealis var. cuneorostrata";"NA";"PINNULARIA";"Pinnularia borealis";"PCNR";"PCNR"
"PBOE";"Pinnularia borealis var. elegans";"NA";"PINNULARIA";"Pinnularia borealis";"PBEL";"PBEL"
"PBPL";"Pinnularia borealis var. pseudolanceoalata";"NA";"PINNULARIA";"Pinnularia borealis";"PBPL";"PBPL"
"PBEL";"Pinnularia boreoelegans";"NA";"PINNULARIA";"Pinnularia boreoelegans";"PBEL";"PBEL"
"PBOT";"Pinnularia bottnica";"NA";"PINNULARIA";"Pinnularia bottnica";"PBOT";"PBOT"
"PBOU";"Pinnularia bourrellyi";"NA";"PINNULARIA";"Pinnularia bourrellyi";"PBOU";"PBOU"
"PBYR";"Pinnularia boyeri";"NA";"PINNULARIA";"Pinnularia boyeri";"PBYR";"PBYR"
"PBOY";"Pinnularia boyeriformis";"NA";"PINNULARIA";"Pinnularia boyeriformis";"PBOY";"PBOY"
"PBDF";"Pinnularia brandeliformis var. brandeliformis";"NA";"PINNULARIA";"Pinnularia brandeliformis";"PBDF";"PBDF"
"PBFL";"Pinnularia brandeliformis var. linearis";"NA";"PINNULARIA";"Pinnularia brandeliformis";"PBFL";"PBFL"
"PBRD";"Pinnularia brandelii";"NA";"PINNULARIA";"Pinnularia brandelii";"PBRD";"PBRD"
"PBDC";"Pinnularia brandelii var. clevei";"NA";"PINNULARIA";"Pinnularia brandelii";"PBRD";"PBRD"
"PBDL";"Pinnularia brandelii var. linearis";"NA";"PINNULARIA";"Pinnularia brandelii";"PBRD";"PBRD"
"PBDR";"Pinnularia brandelii var. recta";"NA";"PINNULARIA";"Pinnularia brandelii";"PBRD";"PBRD"
"PBRL";"Pinnularia brasiliensis";"NA";"PINNULARIA";"Pinnularia brasiliensis";"PBRL";"PBRL"
"PBRN";"Pinnularia brauniana";"NA";"PINNULARIA";"Pinnularia brauniana";"PBRN";"PBRN"
"PBRA";"Pinnularia braunii";"NA";"PINNULARIA";"Pinnularia braunii";"PBRN";"PBRN"
"PBAM";"Pinnularia braunii var. amphicephala";"NA";"PINNULARIA";"Pinnularia braunii";"PMAY";"PMAY"
"PBMU";"Pinnularia brebissonii  morphotype 1";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBRE";"PBRE"
"PBMD";"Pinnularia brebissonii  morphotype 2";"NA";"PINNULARIA";"Pinnularia brebissonii";"PISO";"PISO"
"PBMT";"Pinnularia brebissonii  morphotype 3";"NA";"PINNULARIA";"Pinnularia brebissonii";"PAMM";"PAMM"
"PBMQ";"Pinnularia brebissonii  morphotype 4";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBCT";"PBCT"
"PBMC";"Pinnularia brebissonii  morphotype 5";"NA";"PINNULARIA";"Pinnularia brebissonii";"PACB";"PACB"
"PBBA";"Pinnularia brebissonii var. acuta";"NA";"PINNULARIA";"Pinnularia brebissonii";"PACB";"PACB"
"PBBB";"Pinnularia brebissonii var. bicuneata";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBCT";"PBCT"
"PBBL";"Pinnularia brebissonii var. lancarea";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBBL";"PBBL"
"PBBM";"Pinnularia brebissonii var. minuta";"NA";"PINNULARIA";"Pinnularia brebissonii";"PAMM";"PAMM"
"PBNO";"Pinnularia brebissonii var. notata";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBCT";"PBCT"
"PBTR";"Pinnularia brebissonii var. truncata";"NA";"PINNULARIA";"Pinnularia brebissonii";"PKST";"PKST"
"PBRE";"Pinnularia brebissonii var. brebissonii";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBRE";"PBRE"
"PBDI";"Pinnularia brebissonii var. diminuta";"NA";"PINNULARIA";"Pinnularia brebissonii";"POBF";"POBF"
"PBRC";"Pinnularia brebissonii var. curta";"NA";"PINNULARIA";"Pinnularia brebissonii";"PBRE";"PBRE"
"PBLI";"Pinnularia brebissonii var. linearis";"NA";"PINNULARIA";"Pinnularia brebissonii";"PISO";"PISO"
"PBBF";"Pinnularia brebissoniiformis";"NA";"PINNULARIA";"Pinnularia brebissoniiformis";"PBBF";"PBBF"
"PBVP";"Pinnularia brevicapitata";"NA";"PINNULARIA";"Pinnularia brevicapitata";"PBVP";"PBVP"
"PBVE";"Pinnularia brevicostata var. elongata";"NA";"PINNULARIA";"Pinnularia brevicostata";"PCRU";"PCRU"
"PBLE";"Pinnularia brevicostata var. leptostauron";"NA";"PINNULARIA";"Pinnularia brevicostata";"PCRU";"PCRU"
"PBVC";"Pinnularia brevicostata";"NA";"PINNULARIA";"Pinnularia brevicostata";"PBVC";"PBVC"
"PBSU";"Pinnularia brevicostata var. genuina f. subinflata";"NA";"PINNULARIA";"Pinnularia brevicostata";"PBSU";"PBSU"
"PBMS";"Pinnularia brevicostata var. misionera";"NA";"PINNULARIA";"Pinnularia brevicostata";"PBMS";"PBMS"
"PBVU";"Pinnularia brevicostata var. undulata";"NA";"PINNULARIA";"Pinnularia brevicostata";"PBVU";"PBVU"
"PBVT";"Pinnularia brevicostata var. triangulata";"NA";"PINNULARIA";"Pinnularia brevicostata";"PBVT";"PBVT"
"PBRV";"Pinnularia brevistriata";"NA";"PINNULARIA";"Pinnularia brevistriata";"PBRV";"PBRV"
"PBRW";"Pinnularia breweriana";"NA";"PINNULARIA";"Pinnularia breweriana";"PBRW";"PBRW"
"PBTN";"Pinnularia britannica";"NA";"PINNULARIA";"Pinnularia britannica";"PBTN";"PBTN"
"PBUZ";"Pinnularia buczkoae";"NA";"PINNULARIA";"Pinnularia buczkoae";"PBUZ";"PBUZ"
"PBLC";"Pinnularia bullacostae";"NA";"PINNULARIA";"Pinnularia bullacostae";"PBLC";"PBLC"
"PBUR";"Pinnularia burkii";"NA";"PINNULARIA";"Pinnularia burkii ";"PBUR";"PBUR"
"PBUT";"Pinnularia butantanum";"NA";"PINNULARIA";"Pinnularia butantanum";"PBUT";"PBUT"
"PCAF";"Pinnularia caloneiformis";"NA";"PINNULARIA";"Pinnularia caloneiformis";"PCAF";"PCAF"
"PCMJ";"Pinnularia caloneiformis f. major";"NA";"PINNULARIA";"Pinnularia caloneiformis";"PCMJ";"PCMJ"
"PCBO";"Pinnularia cambodiana";"NA";"PINNULARIA";"Pinnularia cambodiana";"PCBO";"PCBO"
"PCAN";"Pinnularia canadensis";"NA";"PINNULARIA";"Pinnularia canadensis";"PCAN";"PCAN"
"PCAD";"Pinnularia canadodivergens";"NA";"PINNULARIA";"Pinnularia canadodivergens";"PCAD";"PCAD"
"PCCH";"Pinnularia caprichosa";"NA";"PINNULARIA";"Pinnularia caprichosa";"PCCH";"PCCH"
"PCAB";"Pinnularia carambolae";"NA";"PINNULARIA";"Pinnularia carambolae";"PCAB";"PCAB"
"PCDL";"Pinnularia cardinaliculus";"NA";"PINNULARIA";"Pinnularia cardinaliculus";"PCDL";"PCDL"
"PCAR";"Pinnularia cardinalis";"NA";"PINNULARIA";"Pinnularia cardinalis";"PCAR";"PCAR"
"PCHK";"Pinnularia cardinalis f. hankensis";"NA";"PINNULARIA";"Pinnularia cardinalis";"PCHK";"PCHK"
"PCRS";"Pinnularia carlsonii";"NA";"PINNULARIA";"Pinnularia carlsonii";"PCRS";"PCRS"
"PCRM";"Pinnularia carminata";"NA";"PINNULARIA";"Pinnularia carminata";"PCRM";"PCRM"
"PCAT";"Pinnularia carteri";"NA";"PINNULARIA";"Pinnularia carteri";"PCAT";"PCAT"
"PCTO";"Pinnularia castor";"NA";"PINNULARIA";"Pinnularia castor";"PCTO";"PCTO"
"PCAS";"Pinnularia castraregina";"NA";"PINNULARIA";"Pinnularia castraregina";"PCAS";"PCAS"
"PCAU";"Pinnularia caudata";"NA";"PINNULARIA";"Pinnularia caudata";"PMNF";"PMNF"
"PCAV";"Pinnularia cavacinii";"NA";"PINNULARIA";"Pinnularia cavacinii";"PCAV";"PCAV"
"PCTI";"Pinnularia celtica";"NA";"PINNULARIA";"Pinnularia celtica";"PCTI";"PCTI"
"PCER";"Pinnularia certa";"NA";"PINNULARIA";"Pinnularia certa";"PCER";"PCER"
"PCEY";"Pinnularia ceylonica (ceylanica)";"NA";"PINNULARIA";"Pinnularia ceylonica (ceylanica)";"PCEY";"PCEY"
"PCCS";"Pinnularia ceylonica var. costulata";"NA";"PINNULARIA";"Pinnularia ceylonica (ceylanica)";"PCCS";"PCCS"
"PCHA";"Pinnularia chapmaniana";"NA";"PINNULARIA";"Pinnularia chapmaniana";"PCHA";"PCHA"
"PCHF";"Pinnularia cherryfieldiana";"NA";"PINNULARIA";"Pinnularia cherryfieldiana";"PLIY";"PLIY"
"PICH";"Pinnularia chilensis";"NA";"PINNULARIA";"Pinnularia chilensis";"PICH";"PICH"
"PCHQ";"Pinnularia chiriquiensis";"NA";"PINNULARIA";"Pinnularia chiriquiensis";"PCHQ";"PCHQ"
"PCHC";"Pinnularia chosenica";"NA";"PINNULARIA";"Pinnularia chosenica";"PCHC";"PCHC"
"PCLA";"Pinnularia claasseniae";"NA";"PINNULARIA";"Pinnularia claasseniae";"PCLA";"PCLA"
"PCLF";"Pinnularia claviculiformis";"NA";"PINNULARIA";"Pinnularia claviculiformis";"PCLF";"PCLF"
"PCLV";"Pinnularia claviculus";"NA";"PINNULARIA";"Pinnularia claviculus";"PCLV";"PCLV"
"PCLC";"Pinnularia clericii";"NA";"PINNULARIA";"Pinnularia clericii";"PCLC";"PCLC"
"PCCO";"Pinnularia clericii var. correntina";"NA";"PINNULARIA";"Pinnularia clericii";"PCCO";"PCCO"
"PCVN";"Pinnularia cleveana";"NA";"PINNULARIA";"Pinnularia cleveana";"PCVN";"PCVN"
"PCLS";"Pinnularia cleveana f. stauroneiformis";"NA";"PINNULARIA";"Pinnularia cleveana";"PCLS";"PCLS"
"PCLE";"Pinnularia clevei var. clevei";"NA";"PINNULARIA";"Pinnularia clevei";"PCLE";"PCLE"
"PCVA";"Pinnularia clevei var. angusta";"NA";"PINNULARIA";"Pinnularia clevei";"PCVA";"PCVA"
"PCLM";"Pinnularia clevei var. minor";"NA";"PINNULARIA";"Pinnularia clevei";"PCLM";"PCLM"
"PCVF";"Pinnularia cleveiformis var. cleveiformis morphotype 1";"NA";"PINNULARIA";"Pinnularia cleveiformis";"PCVF";"PCVF"
"PCVD";"Pinnularia cleveiformis var. cleveiformis morphotype 2";"NA";"PINNULARIA";"Pinnularia cleveiformis";"PCVD";"PCVD"
"PCVE";"Pinnularia cleveiformis var. ventricosa";"NA";"PINNULARIA";"Pinnularia cleveiformis";"PCVE";"PCVE"
"PCMT";"Pinnularia commutata";"NA";"PINNULARIA";"Pinnularia commutata";"PCMT";"PCMT"
"PCOM";"Pinnularia complexa var. complexa";"NA";"PINNULARIA";"Pinnularia complexa";"PCOM";"PCOM"
"PCMI";"Pinnularia complexa var. minor";"NA";"PINNULARIA";"Pinnularia complexa";"PCMI";"PCMI"
"PCPO";"Pinnularia composita";"NA";"PINNULARIA";"Pinnularia composita ";"PCPO";"PCPO"
"PCFT";"Pinnularia conferta";"NA";"PINNULARIA";"Pinnularia conferta";"PCFT";"PCFT"
"PCOF";"Pinnularia confirma";"NA";"PINNULARIA";"Pinnularia confirma";"PCOF";"PCOF"
"PCES";"Pinnularia confirma var. essequiboensis";"NA";"PINNULARIA";"Pinnularia confirma";"PCES";"PCES"
"PCNF";"Pinnularia conifera";"NA";"PINNULARIA";"Pinnularia conifera";"PCNF";"PCNF"
"PCVX";"Pinnularia convexa";"NA";"PINNULARIA";"Pinnularia convexa";"PCVX";"PCVX"
"PCOP";"Pinnularia copulata";"NA";"PINNULARIA";"Pinnularia copulata";"PCOP";"PCOP"
"PCOR";"Pinnularia cordillerae";"NA";"PINNULARIA";"Pinnularia cordillerae";"PCOR";"PCOR"
"PCOT";"Pinnularia correntina";"NA";"PINNULARIA";"Pinnularia correntina";"PCOT";"PCOT"
"PCOG";"Pinnularia corrugata";"NA";"PINNULARIA";"Pinnularia corrugata";"PCOG";"PCOG"
"PCGL";"Pinnularia corrugata var. linearis";"NA";"PINNULARIA";"Pinnularia corrugata";"PCGL";"PCGL"
"PCRO";"Pinnularia crozetii";"NA";"PINNULARIA";"Pinnularia crozetii";"PCRO";"PCRO"
"PCCL";"Pinnularia crucicula";"NA";"PINNULARIA";"Pinnularia crucicula";"PCCL";"PCCL"
"PCRU";"Pinnularia crucifera";"NA";"PINNULARIA";"Pinnularia crucifera";"PCRU";"PCRU"
"PCFE";"Pinnularia crucifera var. elongata";"NA";"PINNULARIA";"Pinnularia crucifera";"PCRU";"PCRU"
"PCRF";"Pinnularia cruciformis";"NA";"PINNULARIA";"Pinnularia cruciformis";"PCRF";"PCRF"
"PCMF";"Pinnularia cruciformis var. faeroensis";"NA";"PINNULARIA";"Pinnularia cruciformis";"PCMF";"PCMF"
"PCRX";"Pinnularia cruxarea";"NA";"PINNULARIA";"Pinnularia cruxarea";"PCRX";"PCRX"
"PCUM";"Pinnularia cumvibia";"NA";"PINNULARIA";"Pinnularia cumvibia";"PCUM";"PCUM"
"PCUN";"Pinnularia cuneata";"NA";"PINNULARIA";"Pinnularia cuneata";"PCUN";"PCUN"
"PCRD";"Pinnularia cuneata var. reducta";"NA";"PINNULARIA";"Pinnularia cuneata";"PCRD";"PCRD"
"PCUF";"Pinnularia cuneatiformis";"NA";"PINNULARIA";"Pinnularia cuneatiformis";"PCUF";"PCUF"
"PCUL";"Pinnularia cuneola";"NA";"PINNULARIA";"Pinnularia cuneola";"PCUL";"PCUL"
"PCNR";"Pinnularia cuneorostrata";"NA";"PINNULARIA";"Pinnularia cuneorostrata";"PCNR";"PCNR"
"PCUT";"Pinnularia curticostata";"NA";"PINNULARIA";"Pinnularia curticostata";"PCUT";"PCUT"
"PCTS";"Pinnularia curtispinulosa";"NA";"PINNULARIA";"Pinnularia curtispinulosa";"PCTS";"PCTS"
"PCST";"Pinnularia curtistriata";"NA";"PINNULARIA";"Pinnularia curtistriata";"PCST";"PCST"
"PCYM";"Pinnularia cymatopleura";"NA";"PINNULARIA";"Pinnularia cymatopleura";"PCYM";"PCYM"
"PDTY";"Pinnularia dactyloides";"NA";"PINNULARIA";"Pinnularia dactyloides";"PDTY";"PDTY"
"PDPV";"Pinnularia dactylus var. peruviana";"NA";"PINNULARIA";"Pinnularia dactylus";"PDPV";"PDPV"
"PDAC";"Pinnularia dactylus";"NA";"PINNULARIA";"Pinnularia dactylus";"PDAC";"PDAC"
"PDAA";"Pinnularia dactylus var. argentina";"NA";"PINNULARIA";"Pinnularia dactylus";"PDAA";"PDAA"
"PDCV";"Pinnularia dactylus var. convergentissima";"NA";"PINNULARIA";"Pinnularia dactylu";"PDCV";"PDCV"
"PDAL";"Pinnularia dactylus var. lata";"NA";"PINNULARIA";"Pinnularia dactylus";"PDAL";"PDAL"
"PDAS";"Pinnularia dactylus var. sumatrana";"NA";"PINNULARIA";"Pinnularia dactylus";"PDAS";"PDAS"
"PDHO";"Pinnularia dactylus var. horrida";"NA";"PINNULARIA";"Pinnularia dactylus";"PDHO";"PDHO"
"PNDA";"Pinnularia dalaica";"NA";"PINNULARIA";"Pinnularia dalaica";"PNDA";"PNDA"
"PDBS";"Pinnularia debesii";"NA";"PINNULARIA";"Pinnularia debesii";"PSDB";"PSDB"
"PDEB";"Pinnularia debilis";"NA";"PINNULARIA";"Pinnularia debilis";"PHEM";"PHEM"
"PDEC";"Pinnularia decrescens var. decrescens";"NA";"PINNULARIA";"Pinnularia decrescens";"PDEC";"PDEC"
"PDIG";"Pinnularia decrescens var. ignorata";"NA";"PINNULARIA";"Pinnularia decrescens";"PDIG";"PDIG"
"PDVE";"Pinnularia decrescens var. ventricosa";"NA";"PINNULARIA";"Pinnularia decrescens";"PVDE";"PVDE"
"PDRB";"Pinnularia decrescens var. rhombarea";"NA";"PINNULARIA";"Pinnularia decrescens";"PDRB";"PDRB"
"PDKE";"Pinnularia decrescens var. kerguelenensis";"NA";"PINNULARIA";"Pinnularia decrescens";"PDKE";"PDKE"
"PDLC";"Pinnularia delicata";"NA";"PINNULARIA";"Pinnularia delicata";"PDLC";"PDLC"
"PDCT";"Pinnularia delicata";"NA";"PINNULARIA";"Pinnularia delicata";"PDLC";"PDLC"
"PDEM";"Pinnularia demersa";"NA";"PINNULARIA";"Pinnularia demersa";"PDEM";"PDEM"
